"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUS","Australia","2018","2018",100,"E","Estimated value"
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUS","Australia","2019","2019",100,"E","Estimated value"
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUS","Australia","2020","2020",100,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2000","2000",19029,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2001","2001",19275,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2002","2002",19495,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2003","2003",19721,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2004","2004",19933,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2005","2005",20177,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2006","2006",20451,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2007","2007",20828,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2008","2008",21249,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2009","2009",21692,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2010","2010",22032,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2011","2011",22340,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2012","2012",22733,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2013","2013",23128,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2014","2014",23476,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2015","2015",23816,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2016","2016",24191,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2017","2017",24602,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2018","2018",24983,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2019","2019",25366,"E","Estimated value"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUS","Australia","2020","2020",25687,"E","Estimated value"
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2000","2000",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2001","2001",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2002","2002",97,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2003","2003",98,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2004","2004",98,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2005","2005",98,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2006","2006",98.5,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2007","2007",98.7,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2008","2008",98.8,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2009","2009",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2010","2010",99.3,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2011","2011",99.9,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2012","2012",99.9,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2013","2013",99.9,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2014","2014",99.9,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2015","2015",99.9,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2016","2016",99.9,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2017","2017",99.9,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2018","2018",99.9,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2019","2019",99.9,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","AUT","Austria","2020","2020",99.9,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2000","2000",7931.5,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2001","2001",7961.9,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2002","2002",7839.7,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2003","2003",7955.9,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2004","2004",8006.1,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2005","2005",8060.8,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2006","2006",8143.9,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2007","2007",8187.4,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2008","2008",8221.7,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2009","2009",8258.1,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2010","2010",8302.5,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2011","2011",8380.1,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2012","2012",8417.9,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2013","2013",8468.8,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2014","2014",8535.4,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2015","2015",8620.9,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2016","2016",8731.1,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2017","2017",8786.3,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2018","2018",8828.9,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2019","2019",8868.8,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","AUT","Austria","2020","2020",8907.9,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2000","2000",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2001","2001",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2002","2002",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2003","2003",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2004","2004",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2005","2005",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2006","2006",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2007","2007",99,"B","Break"
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2008","2008",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2009","2009",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2010","2010",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2011","2011",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2012","2012",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2013","2013",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2014","2014",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2015","2015",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2016","2016",99,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2017","2017",98.7,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2018","2018",98.7,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","BEL","Belgium","2019","2019",98.6,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2000","2000",10165,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2001","2001",10217,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2002","2002",10264,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2003","2003",10309,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2004","2004",10360,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2005","2005",10420,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2006","2006",10476,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2007","2007",10477,"B","Break"
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2008","2008",10563,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2009","2009",10650,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2010","2010",10735,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2011","2011",10824,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2012","2012",10952,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2013","2013",11013,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2014","2014",11063,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2015","2015",11114.3,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2016","2016",11180,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2017","2017",11227,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2018","2018",11280.1,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","BEL","Belgium","2019","2019",11337.2,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2000","2000",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2001","2001",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2002","2002",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2003","2003",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2004","2004",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2005","2005",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2006","2006",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2007","2007",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2008","2008",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2009","2009",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2010","2010",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2011","2011",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2012","2012",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2013","2013",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2014","2014",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2015","2015",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2016","2016",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2017","2017",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2018","2018",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2019","2019",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CAN","Canada","2020","2020",100,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2000","2000",30686,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2001","2001",31021,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2002","2002",31360,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2003","2003",31644,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2004","2004",31941,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2005","2005",32244,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2006","2006",32571,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2007","2007",32889,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2008","2008",33247,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2009","2009",33629,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2010","2010",34005,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2011","2011",34339,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2012","2012",34714,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2013","2013",35083,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2014","2014",35437,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2015","2015",35703,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2016","2016",36109,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2017","2017",36545,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2018","2018",37065,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2019","2019",37593,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CAN","Canada","2020","2020",38005,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2000","2000",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2001","2001",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2002","2002",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2003","2003",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2004","2004",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2005","2005",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2006","2006",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2007","2007",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2008","2008",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2009","2009",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2010","2010",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2011","2011",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2012","2012",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2013","2013",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2014","2014",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2015","2015",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2016","2016",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2017","2017",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2018","2018",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2019","2019",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CZE","Czech Republic","2020","2020",100,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2000","2000",10369,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2001","2001",10350,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2002","2002",10333,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2003","2003",10314,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2004","2004",10309,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2005","2005",10296,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2006","2006",10297,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2007","2007",10324,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2008","2008",10365,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2009","2009",10376,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2010","2010",10387,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2011","2011",10394,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2012","2012",10513,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2013","2013",10406,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2014","2014",10413,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2015","2015",10422,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2016","2016",10444,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2017","2017",10470,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2018","2018",10505,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2019","2019",10536,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2020","2020",10548,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2000","2000",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2001","2001",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2002","2002",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2003","2003",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2004","2004",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2005","2005",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2006","2006",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2007","2007",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2008","2008",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2009","2009",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2010","2010",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2011","2011",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2012","2012",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2013","2013",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2014","2014",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2015","2015",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2016","2016",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2017","2017",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2018","2018",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2019","2019",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","DNK","Denmark","2020","2020",100,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2000","2000",5337,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2001","2001",5355,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2002","2002",5374,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2003","2003",5387,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2004","2004",5401,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2005","2005",5415,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2006","2006",5434,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2007","2007",5457,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2008","2008",5489,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2009","2009",5519,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2010","2010",5544,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2011","2011",5567,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2012","2012",5587,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2013","2013",5609,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2014","2014",5640,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2015","2015",5660,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2016","2016",5707.3,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2017","2017",5748.8,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2018","2018",5781.2,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2019","2019",5806,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","DNK","Denmark","2020","2020",5825,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2000","2000",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2001","2001",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2002","2002",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2003","2003",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2004","2004",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2005","2005",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2006","2006",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2007","2007",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2008","2008",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2009","2009",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2010","2010",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2011","2011",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2012","2012",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2013","2013",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2014","2014",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2015","2015",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2016","2016",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2017","2017",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2018","2018",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2019","2019",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","FIN","Finland","2020","2020",100,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","FIN","Finland","2000","2000",5181,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","FIN","Finland","2001","2001",5195,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","FIN","Finland","2002","2002",5206,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","FIN","Finland","2003","2003",5220,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","FIN","Finland","2004","2004",5236,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","FIN","Finland","2005","2005",5255,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","FIN","Finland","2006","2006",5266,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","FIN","Finland","2007","2007",5289,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","FIN","Finland","2008","2008",5313,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","FIN","Finland","2009","2009",5339,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","FIN","Finland","2010","2010",5363,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","FIN","Finland","2011","2011",5388,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","FIN","Finland","2012","2012",5414,,
"COVGCMED","Total health care","EFFPEREF","Thousands of persons","FIN","Finland","2013","2013",5439,,
